City_ID,Country,Date,Latitude,Longitude,Cloudiness,Humidity,Max Temp,Wind Speed
16,JP,1584253625,28.37,129.48,40,42,62.6,17.22
17,GE,1584253625,41.96,42.96,90,93,50.0,3.36
18,AU,1584253625,-42.88,147.33,20,59,63.0,14.99
19,US,1584253625,22.08,-159.32,75,69,73.4,10.29
20,MU,1584253625,-20.34,57.76,40,78,84.0,6.93
21,CA,1584253626,50.63,-96.99,85,81,8.01,5.01
22,UY,1584253626,-34.48,-54.33,87,88,61.81,6.4
23,NZ,1584253437,-46.6,168.33,100,84,60.01,11.01
24,US,1584253626,71.29,-156.79,1,70,-0.4,16.11
25,PF,1584253626,-23.12,-134.97,3,71,78.84,9.75
26,MM,1584253626,20.43,96.15,28,13,102.81,10.38
27,NA,1584253626,-24.13,19.12,0,18,72.12,1.81
28,IN,1584253627,34.17,77.58,86,50,15.03,3.51
29,US,1584253627,37.27,-87.18,90,100,39.99,5.82
30,ZA,1584253627,-33.59,26.89,81,87,69.01,5.01
31,GL,1584253425,60.92,-46.05,100,67,19.4,2.24
32,KE,1584253627,0.11,35.18,40,73,77.0,3.36
33,NZ,1584253627,-44.7,169.15,96,37,68.0,8.01
34,PE,1584253465,-10.07,-78.15,100,74,72.82,2.26
35,NZ,1584253628,-45.87,170.5,100,88,59.0,3.0
36,AI,1584253361,18.22,-63.06,75,83,75.2,9.17
37,IN,1584253628,20.71,70.98,63,51,78.4,21.21
38,CL,1584253628,-35.33,-72.42,0,60,54.64,5.68
39,CN,1584253628,42.12,118.78,0,16,34.81,22.7
40,SD,1584253629,13.52,35.77,94,24,77.88,11.88
41,TL,1584253629,-8.93,125.41,70,66,77.81,6.02
42,ZA,1584253497,-33.02,27.91,75,82,68.0,16.11
43,GL,1584253629,72.79,-56.15,91,99,-16.76,4.7
44,CN,1584253610,40.81,111.65,0,16,53.6,15.66
45,AR,1584253629,-54.8,-68.3,40,66,53.6,5.66
46,RU,1584253630,70.63,147.92,20,85,-17.72,2.84
47,KI,1584253413,3.07,172.79,19,76,84.04,13.22
48,ZA,1584253473,-33.01,17.94,12,77,60.8,13.87
49,ID,1584253630,-6.88,112.21,57,66,87.96,3.51
50,BR,1584253422,-30.18,-50.21,0,88,75.58,17.67
51,US,1584253630,33.19,-82.53,1,87,64.4,5.82
52,SO,1584253456,9.49,50.81,83,75,79.45,9.82
53,VE,1584253631,10.16,-68.57,15,94,64.02,5.66
54,PF,1584253406,-9.8,-139.03,15,67,82.53,8.25
55,RU,1584253631,69.7,170.31,84,69,12.24,17.36
56,MY,1584253585,5.41,100.34,40,63,95.0,10.29
57,MR,1584253631,20.52,-13.05,0,14,65.32,7.02
58,NZ,1584253413,-46.19,168.86,100,84,60.01,11.01
59,GY,1584253632,6.4,-58.62,40,94,75.2,4.7
60,MV,1584253632,5.67,73.0,4,72,83.8,11.39
61,PY,1584253632,-21.04,-57.87,14,54,78.73,4.92
62,US,1584253447,34.42,-119.7,75,87,55.4,11.41
63,PE,1584253458,-13.7,-76.22,40,83,71.6,9.17
64,US,1584253633,44.53,-109.06,90,85,26.01,14.99
65,RU,1584253434,68.75,161.3,100,93,8.94,9.86
66,ZA,1584253633,-34.53,20.04,99,88,62.6,4.7
67,ZA,1584253633,-34.42,19.23,100,94,64.0,15.17
68,US,1584253633,64.5,-165.41,100,97,30.0,11.36
69,US,1584253537,39.18,-84.53,90,92,36.0,8.05
70,AO,1584253634,-15.2,12.15,66,77,76.39,2.57
71,CA,1584253418,49.78,-74.85,90,78,10.4,17.22
72,SO,1584253634,9.41,45.06,0,61,72.09,9.82
73,ZA,1584253403,-33.92,25.57,40,88,68.0,17.22
74,US,1584253402,19.73,-155.09,90,83,75.2,3.29
75,BR,1584253634,-6.09,-35.21,75,100,77.0,4.7
76,US,1584253634,27.73,-82.74,1,94,72.0,3.36
77,US,1584253635,57.05,-135.33,1,80,33.8,3.36
78,CN,1584253459,32.65,110.78,3,17,70.36,5.99
79,SE,1584253635,60.15,15.19,100,70,32.0,9.17
80,MX,1584253430,27.98,-114.06,74,72,60.53,10.67
81,CN,1584253635,39.73,116.14,32,17,64.0,6.71
82,RU,1584253635,61.37,35.37,89,85,21.65,13.62
83,RU,1584253636,44.56,135.57,97,85,28.2,1.43
84,US,1584253636,34.75,-92.29,90,93,46.4,9.17
85,CN,1584253441,23.12,113.25,15,37,78.01,2.24
86,RE,1584253406,-21.34,55.48,67,69,84.2,19.46
87,AU,1584253483,-34.58,150.86,75,59,70.0,16.11
88,ID,1584253636,4.14,96.13,26,70,84.42,5.5
89,RU,1584253445,71.97,102.5,100,95,30.13,13.98
90,US,1584253637,21.35,-158.09,40,94,77.0,5.82
91,AR,1584253637,-45.87,-67.5,28,51,60.8,14.99
92,FO,1584253637,62.23,-6.59,100,64,33.8,16.11
93,RU,1584253637,54.3,110.3,96,96,26.74,2.75
94,BR,1584253637,-22.97,-42.03,8,87,77.86,14.36
95,RU,1584253637,51.02,45.7,2,73,36.0,8.99
96,AU,1584253486,-37.83,140.77,40,52,66.2,17.22
97,PH,1584253638,16.45,120.59,70,58,82.36,7.16
98,BR,1584253638,-17.71,-39.25,100,76,79.83,8.48
99,JP,1584253638,35.73,140.83,75,53,51.8,8.05
100,ML,1584253446,22.68,-3.98,0,13,66.72,5.88
101,US,1584253638,39.15,-123.21,90,81,45.0,4.7
102,NO,1584253416,71.04,27.85,100,87,26.26,16.64
103,PG,1584253638,-2.67,141.3,100,90,77.41,18.28
104,US,1584253639,57.79,-152.41,1,73,26.6,6.93
105,RU,1584253639,67.45,153.68,100,94,-2.27,9.46
106,MX,1584253551,22.89,-109.91,5,77,66.99,11.56
107,RU,1584253639,68.05,39.51,65,79,10.62,29.73
108,BR,1584253639,-5.18,-68.9,100,94,75.11,0.27
109,CA,1584253639,63.75,-68.51,20,60,-25.01,11.41
110,MU,1584253405,-20.52,57.52,40,78,84.0,6.93
111,PT,1584253640,40.16,-8.33,75,93,54.0,1.12
112,CA,1584253400,69.45,-133.04,23,84,10.49,35.66
113,CA,1584253640,58.81,-122.7,20,51,12.2,3.36
114,NZ,1584253475,-35.1,173.78,0,76,68.0,5.99
115,CA,1584253640,50.03,-66.87,75,67,19.4,13.87
116,GL,1584253640,77.48,-69.36,63,60,-19.7,7.7
117,MX,1584253640,31.32,-113.53,33,84,60.01,4.36
118,BR,1584253641,-0.16,-50.39,100,90,77.41,5.61
119,NA,1584253641,-26.65,15.16,0,72,66.2,11.41
120,NZ,1584253641,-35.17,173.17,0,74,67.8,12.93
121,RU,1584253641,50.68,156.12,100,90,20.95,20.69
122,AU,1584253641,-33.87,121.9,97,48,84.2,13.87
123,TR,1584253641,36.54,32.0,75,100,59.0,7.54
124,RU,1584253421,73.51,80.55,33,96,-14.49,3.56
125,CL,1584253425,-41.87,-73.82,8,100,44.6,6.93
126,AU,1584253642,-24.87,113.63,90,65,82.4,6.93
127,ID,1584253642,5.89,95.32,6,77,83.82,16.84
128,NZ,1584253642,-42.72,170.97,100,69,61.5,5.55
129,BR,1584253417,-24.79,-50.01,14,99,61.92,3.85
130,IT,1584253642,43.44,13.66,62,81,54.0,4.7
131,US,1584253386,37.34,-121.89,90,81,51.8,5.82
132,US,1584253643,40.6,-124.16,90,93,41.0,10.29
133,ID,1584253401,-3.8,102.27,72,58,89.89,7.58
134,AR,1584253506,-51.62,-69.22,90,66,55.4,10.29
135,MU,1584253643,-20.41,57.7,40,78,84.0,6.93
136,AU,1584253419,-28.77,114.6,75,69,82.0,13.87
137,RU,1584253643,61.67,96.37,98,87,32.4,10.78
138,CA,1584253412,62.46,-114.35,90,66,14.0,4.7
139,AO,1584253644,-8.42,20.74,100,89,68.0,1.88
140,RU,1584253644,55.04,59.04,100,97,33.78,7.49
141,BG,1584253644,43.35,26.23,90,100,41.0,8.05
142,RU,1584253644,70.02,135.6,0,89,-18.31,8.05
